Landskode,Stadnamn engelsk,Landsnamn engelsk,Lenke til engelsk-XML
VN,Xóm Cồn Tre,Viet Nam,http://www.yr.no/place/Viet_Nam/Ðồng_Tháp/Xóm_Cồn_Tre/forecast.xml
VN,Tràm Chim,Viet Nam,http://www.yr.no/place/Viet_Nam/Ðồng_Tháp/Tràm_Chim/forecast.xml
VN,Thường Thới,Viet Nam,http://www.yr.no/place/Viet_Nam/Ðồng_Tháp/Thường_Thới/forecast.xml
VN,Thường Phước,Viet Nam,http://www.yr.no/place/Viet_Nam/Ðồng_Tháp/Thường_Phước/forecast.xml
VN,Cao Lanh,Viet Nam,http://www.yr.no/place/Viet_Nam/Ðồng_Tháp/Cao_Lanh/forecast.xml
VN,Cao Lanh,Viet Nam,http://www.yr.no/place/Viet_Nam/Ðồng_Tháp/Cao_Lanh/forecast.xml
VN,Haiphong,Viet Nam,http://www.yr.no/place/Viet_Nam/Hải_Phòng/Haiphong/forecast.xml
VN,Yên Tri,Viet Nam,http://www.yr.no/place/Viet_Nam/Hải_Phòng/Yên_Tri~1560053/forecast.xml
VN,Yên Tri,Viet Nam,http://www.yr.no/place/Viet_Nam/Hải_Phòng/Yên_Tri~1560054/forecast.xml
VN,Xuyên Ðông,Viet Nam,http://www.yr.no/place/Viet_Nam/Hải_Phòng/Xuyên_Ðông/forecast.xml
VN,Xuân Úc,Viet Nam,http://www.yr.no/place/Viet_Nam/Hải_Phòng/Xuân_Úc~1560482/forecast.xml
VN,Ho Chi Minh City,Viet Nam,http://www.yr.no/place/Viet_Nam/Hồ_Chí_Minh/Ho_Chi_Minh_City/forecast.xml
VN,Xuân Thới Thượng,Viet Nam,http://www.yr.no/place/Viet_Nam/Hồ_Chí_Minh/Xuân_Thới_Thượng/forecast.xml
VN,Xóm Thủ Thiêm,Viet Nam,http://www.yr.no/place/Viet_Nam/Hồ_Chí_Minh/Xóm_Thủ_Thiêm/forecast.xml
VN,Xóm Thù Mỹ,Viet Nam,http://www.yr.no/place/Viet_Nam/Hồ_Chí_Minh/Xóm_Thù_Mỹ/forecast.xml
VN,Xóm Tân Nhơn,Viet Nam,http://www.yr.no/place/Viet_Nam/Hồ_Chí_Minh/Xóm_Tân_Nhơn/forecast.xml
VN,Rach Gia,Viet Nam,http://www.yr.no/place/Viet_Nam/Kiến_Giang/Rach_Gia/forecast.xml
VN,Xóm Xẻo Ngàn,Viet Nam,http://www.yr.no/place/Viet_Nam/Kiến_Giang/Xóm_Xẻo_Ngàn/forecast.xml
VN,Xóm Xẻo Ginh,Viet Nam,http://www.yr.no/place/Viet_Nam/Kiến_Giang/Xóm_Xẻo_Ginh/forecast.xml
VN,Xóm Xèo Gia,Viet Nam,http://www.yr.no/place/Viet_Nam/Kiến_Giang/Xóm_Xèo_Gia/forecast.xml
VN,Xóm Xẻo Dầu,Viet Nam,http://www.yr.no/place/Viet_Nam/Kiến_Giang/Xóm_Xẻo_Dầu/forecast.xml
VN,Da Lat,Viet Nam,http://www.yr.no/place/Viet_Nam/Lâm_Ðồng/Da_Lat/forecast.xml
VN,Xuân Trường,Viet Nam,http://www.yr.no/place/Viet_Nam/Lâm_Ðồng/Xuân_Trường/forecast.xml
VN,Xuân Thọ,Viet Nam,http://www.yr.no/place/Viet_Nam/Lâm_Ðồng/Xuân_Thọ/forecast.xml
VN,Xóm Tali,Viet Nam,http://www.yr.no/place/Viet_Nam/Lâm_Ðồng/Xóm_Tali/forecast.xml
VN,Tân An,Viet Nam,http://www.yr.no/place/Viet_Nam/Long_An/Tân_An/forecast.xml
VN,Xvai Ngnông,Viet Nam,http://www.yr.no/place/Viet_Nam/Long_An/Xvai_Ngnông/forecast.xml
VN,Xuân Hòa,Viet Nam,http://www.yr.no/place/Viet_Nam/Long_An/Xuân_Hòa/forecast.xml
VN,Xóm Trướng Tốc,Viet Nam,http://www.yr.no/place/Viet_Nam/Long_An/Xóm_Trướng_Tốc/forecast.xml
VN,Xóm Tre,Viet Nam,http://www.yr.no/place/Viet_Nam/Long_An/Xóm_Tre/forecast.xml
VN,Ha Long,Viet Nam,http://www.yr.no/place/Viet_Nam/Quảng_Ninh/Ha_Long/forecast.xml
VN,Cẩm Phả Mines,Viet Nam,http://www.yr.no/place/Viet_Nam/Quảng_Ninh/Cẩm_Phả_Mines/forecast.xml
VN,Uông Bí,Viet Nam,http://www.yr.no/place/Viet_Nam/Quảng_Ninh/Uông_Bí/forecast.xml
VN,Yên Trỉ,Viet Nam,http://www.yr.no/place/Viet_Nam/Quảng_Ninh/Yên_Trỉ/forecast.xml
VN,Yên Nghĩa,Viet Nam,http://www.yr.no/place/Viet_Nam/Quảng_Ninh/Yên_Nghĩa/forecast.xml
VN,Sơn La,Viet Nam,http://www.yr.no/place/Viet_Nam/Sơn_La/Sơn_La/forecast.xml
VN,Yen Tanh,Viet Nam,http://www.yr.no/place/Viet_Nam/Sơn_La/Yen_Tanh/forecast.xml
VN,Yên Châu,Viet Nam,http://www.yr.no/place/Viet_Nam/Sơn_La/Yên_Châu/forecast.xml
VN,Y Chou Phen,Viet Nam,http://www.yr.no/place/Viet_Nam/Sơn_La/Y_Chou_Phen~1560369/forecast.xml
VN,Y Chou Phen,Viet Nam,http://www.yr.no/place/Viet_Nam/Sơn_La/Y_Chou_Phen~1560370/forecast.xml
VN,Phú Khương,Viet Nam,http://www.yr.no/place/Viet_Nam/Tây_Ninh/Phú_Khương/forecast.xml
VN,Xóm Vịnh,Viet Nam,http://www.yr.no/place/Viet_Nam/Tây_Ninh/Xóm_Vịnh/forecast.xml
VN,Xóm Tra Vông,Viet Nam,http://www.yr.no/place/Viet_Nam/Tây_Ninh/Xóm_Tra_Vông/forecast.xml
VN,Xóm Trảng Sụp,Viet Nam,http://www.yr.no/place/Viet_Nam/Tây_Ninh/Xóm_Trảng_Sụp/forecast.xml
VN,Xóm Trại Ðèn,Viet Nam,http://www.yr.no/place/Viet_Nam/Tây_Ninh/Xóm_Trại_Ðèn/forecast.xml
VN,Tây Ninh,Viet Nam,http://www.yr.no/place/Viet_Nam/Tây_Ninh/Tây_Ninh/forecast.xml
VN,Tây Ninh,Viet Nam,http://www.yr.no/place/Viet_Nam/Tây_Ninh/Tây_Ninh/forecast.xml
VN,Thanh Hóa,Viet Nam,http://www.yr.no/place/Viet_Nam/Thanh_Hóa/Thanh_Hóa/forecast.xml
VN,Bỉm Sơn,Viet Nam,http://www.yr.no/place/Viet_Nam/Thanh_Hóa/Bỉm_Sơn/forecast.xml
VN,Yên Xá,Viet Nam,http://www.yr.no/place/Viet_Nam/Thanh_Hóa/Yên_Xá/forecast.xml
VN,Yên Vực Thượng,Viet Nam,http://www.yr.no/place/Viet_Nam/Thanh_Hóa/Yên_Vực_Thượng/forecast.xml
VN,Yên Vinh,Viet Nam,http://www.yr.no/place/Viet_Nam/Thanh_Hóa/Yên_Vinh/forecast.xml
VN,Thái Bình,Viet Nam,http://www.yr.no/place/Viet_Nam/Thái_Bình/Thái_Bình/forecast.xml
VN,Yên Ðiên,Viet Nam,http://www.yr.no/place/Viet_Nam/Thái_Bình/Yên_Ðiên/forecast.xml
VN,Y Ðốn Ngoai,Viet Nam,http://www.yr.no/place/Viet_Nam/Thái_Bình/Y_Ðốn_Ngoai/forecast.xml
VN,Xuân Truc,Viet Nam,http://www.yr.no/place/Viet_Nam/Thái_Bình/Xuân_Truc/forecast.xml
VN,Xuân Hòa Giáo,Viet Nam,http://www.yr.no/place/Viet_Nam/Thái_Bình/Xuân_Hòa_Giáo/forecast.xml
VN,Mỹ Tho,Viet Nam,http://www.yr.no/place/Viet_Nam/Tiền_Giang/Mỹ_Tho/forecast.xml
VN,Xóm Vàm Láng,Viet Nam,http://www.yr.no/place/Viet_Nam/Tiền_Giang/Xóm_Vàm_Láng/forecast.xml
VN,Xóm Thôn Môn,Viet Nam,http://www.yr.no/place/Viet_Nam/Tiền_Giang/Xóm_Thôn_Môn/forecast.xml
VN,Xóm Tham Rôn,Viet Nam,http://www.yr.no/place/Viet_Nam/Tiền_Giang/Xóm_Tham_Rôn/forecast.xml
VN,Xóm Sơn Qui,Viet Nam,http://www.yr.no/place/Viet_Nam/Tiền_Giang/Xóm_Sơn_Qui/forecast.xml
VN,Yên Hùng,Viet Nam,http://www.yr.no/place/Viet_Nam/Lạng_Sơn/Yên_Hùng/forecast.xml
VN,Xuất Thang,Viet Nam,http://www.yr.no/place/Viet_Nam/Lạng_Sơn/Xuất_Thang/forecast.xml
VN,Xuất Lễ,Viet Nam,http://www.yr.no/place/Viet_Nam/Lạng_Sơn/Xuất_Lễ/forecast.xml
VN,Xuân Tình,Viet Nam,http://www.yr.no/place/Viet_Nam/Lạng_Sơn/Xuân_Tình/forecast.xml
VN,Xuân Dương,Viet Nam,http://www.yr.no/place/Viet_Nam/Lạng_Sơn/Xuân_Dương/forecast.xml
VN,Lạng Sơn,Viet Nam,http://www.yr.no/place/Viet_Nam/Lạng_Sơn/Lạng_Sơn/forecast.xml
VN,Lạng Sơn,Viet Nam,http://www.yr.no/place/Viet_Nam/Lạng_Sơn/Lạng_Sơn/forecast.xml
VN,Biên Hòa,Viet Nam,http://www.yr.no/place/Viet_Nam/Ðồng_Nai/Biên_Hòa/forecast.xml
VN,Hanoi,Viet Nam,http://www.yr.no/place/Viet_Nam/Ha_Nội/Hanoi/forecast.xml
VN,Văn Ðiển,Viet Nam,http://www.yr.no/place/Viet_Nam/Ha_Nội/Văn_Ðiển/forecast.xml
VN,Vũng Tàu,Viet Nam,http://www.yr.no/place/Viet_Nam/Bà_Rịa-Vũng_Tàu/Vũng_Tàu/forecast.xml
VN,Quy Nhơn,Viet Nam,http://www.yr.no/place/Viet_Nam/Bình_Ðịnh/Quy_Nhơn/forecast.xml
VN,Vĩnh Thạnh,Viet Nam,http://www.yr.no/place/Viet_Nam/Bình_Ðịnh/Vĩnh_Thạnh/forecast.xml
VN,Vân Canh,Viet Nam,http://www.yr.no/place/Viet_Nam/Bình_Ðịnh/Vân_Canh/forecast.xml
VN,Tam Quan,Viet Nam,http://www.yr.no/place/Viet_Nam/Bình_Ðịnh/Tam_Quan/forecast.xml
VN,Sa Huỳnh,Viet Nam,http://www.yr.no/place/Viet_Nam/Bình_Ðịnh/Sa_Huỳnh/forecast.xml
VN,Phan Thiết,Viet Nam,http://www.yr.no/place/Viet_Nam/Bình_Thuận/Phan_Thiết/forecast.xml
VN,Yên Viên,Viet Nam,http://www.yr.no/place/Viet_Nam/Bình_Thuận/Yên_Viên/forecast.xml
VN,Thiện Giáo,Viet Nam,http://www.yr.no/place/Viet_Nam/Bình_Thuận/Thiện_Giáo/forecast.xml
VN,Tánh Linh,Viet Nam,http://www.yr.no/place/Viet_Nam/Bình_Thuận/Tánh_Linh/forecast.xml
VN,Phan Rí,Viet Nam,http://www.yr.no/place/Viet_Nam/Bình_Thuận/Phan_Rí/forecast.xml
VN,Pleiku,Viet Nam,http://www.yr.no/place/Viet_Nam/Gia_Lai/Pleiku/forecast.xml
VN,Phú Túc,Viet Nam,http://www.yr.no/place/Viet_Nam/Gia_Lai/Phú_Túc/forecast.xml
VN,Phú Thiện,Viet Nam,http://www.yr.no/place/Viet_Nam/Gia_Lai/Phú_Thiện/forecast.xml
VN,Phú Nhơn,Viet Nam,http://www.yr.no/place/Viet_Nam/Gia_Lai/Phú_Nhơn/forecast.xml
VN,Lệ Trung,Viet Nam,http://www.yr.no/place/Viet_Nam/Gia_Lai/Lệ_Trung/forecast.xml
VN,Hà Giang,Viet Nam,http://www.yr.no/place/Viet_Nam/Hà_Giang/Hà_Giang/forecast.xml
VN,Yên Minh,Viet Nam,http://www.yr.no/place/Viet_Nam/Hà_Giang/Yên_Minh/forecast.xml
VN,Vĩnh Tuy,Viet Nam,http://www.yr.no/place/Viet_Nam/Hà_Giang/Vĩnh_Tuy/forecast.xml
VN,Tong Vai,Viet Nam,http://www.yr.no/place/Viet_Nam/Hà_Giang/Tong_Vai/forecast.xml
VN,Tchong Tchai,Viet Nam,http://www.yr.no/place/Viet_Nam/Hà_Giang/Tchong_Tchai/forecast.xml
VN,Hà Ðông,Viet Nam,http://www.yr.no/place/Viet_Nam/Hà_Tây/Hà_Ðông/forecast.xml
VN,Sơn Tây,Viet Nam,http://www.yr.no/place/Viet_Nam/Hà_Tây/Sơn_Tây/forecast.xml
VN,Vân Ðình,Viet Nam,http://www.yr.no/place/Viet_Nam/Hà_Tây/Vân_Ðình/forecast.xml
VN,Ðan Phượng,Viet Nam,http://www.yr.no/place/Viet_Nam/Hà_Tây/Ðan_Phượng/forecast.xml
VN,Kỳ Anh,Viet Nam,http://www.yr.no/place/Viet_Nam/Hà_Tĩnh/Kỳ_Anh/forecast.xml
VN,Hương Sơn,Viet Nam,http://www.yr.no/place/Viet_Nam/Hà_Tĩnh/Hương_Sơn/forecast.xml
VN,Hương Khê,Viet Nam,http://www.yr.no/place/Viet_Nam/Hà_Tĩnh/Hương_Khê/forecast.xml
VN,Hà Tĩnh,Viet Nam,http://www.yr.no/place/Viet_Nam/Hà_Tĩnh/Hà_Tĩnh/forecast.xml
VN,Ðưc Thọ,Viet Nam,http://www.yr.no/place/Viet_Nam/Hà_Tĩnh/Ðưc_Thọ/forecast.xml
VN,Hòa Bình,Viet Nam,http://www.yr.no/place/Viet_Nam/Hòa_Bình/Hòa_Bình/forecast.xml
VN,Hương Tân Lạc,Viet Nam,http://www.yr.no/place/Viet_Nam/Hòa_Bình/Hương_Tân_Lạc/forecast.xml
VN,Suối Rút,Viet Nam,http://www.yr.no/place/Viet_Nam/Hòa_Bình/Suối_Rút/forecast.xml
VN,Lương Sơn,Viet Nam,http://www.yr.no/place/Viet_Nam/Hòa_Bình/Lương_Sơn/forecast.xml
VN,Hương Lạc Sơn,Viet Nam,http://www.yr.no/place/Viet_Nam/Hòa_Bình/Hương_Lạc_Sơn/forecast.xml
VN,Nha Trang,Viet Nam,http://www.yr.no/place/Viet_Nam/Khánh_Hòa/Nha_Trang/forecast.xml
VN,Cam Ranh,Viet Nam,http://www.yr.no/place/Viet_Nam/Khánh_Hòa/Cam_Ranh/forecast.xml
VN,Vạn Ninh,Viet Nam,http://www.yr.no/place/Viet_Nam/Khánh_Hòa/Vạn_Ninh/forecast.xml
VN,Tu Bông,Viet Nam,http://www.yr.no/place/Viet_Nam/Khánh_Hòa/Tu_Bông/forecast.xml
VN,Ninh Hòa,Viet Nam,http://www.yr.no/place/Viet_Nam/Khánh_Hòa/Ninh_Hòa/forecast.xml
VN,Kon Tum,Viet Nam,http://www.yr.no/place/Viet_Nam/Kon_Tum/Kon_Tum/forecast.xml
VN,Tu Mrông,Viet Nam,http://www.yr.no/place/Viet_Nam/Kon_Tum/Tu_Mrông/forecast.xml
VN,Ðắc Tô,Viet Nam,http://www.yr.no/place/Viet_Nam/Kon_Tum/Ðắc_Tô/forecast.xml
VN,Poste de Daksui,Viet Nam,http://www.yr.no/place/Viet_Nam/Kon_Tum/Poste_de_Daksui/forecast.xml
VN,Công Plông,Viet Nam,http://www.yr.no/place/Viet_Nam/Kon_Tum/Công_Plông/forecast.xml
VN,Yên Thành,Viet Nam,http://www.yr.no/place/Viet_Nam/Nghệ_An/Yên_Thành/forecast.xml
VN,Vinh,Viet Nam,http://www.yr.no/place/Viet_Nam/Nghệ_An/Vinh/forecast.xml
VN,Tương Dương,Viet Nam,http://www.yr.no/place/Viet_Nam/Nghệ_An/Tương_Dương/forecast.xml
VN,Thanh Chương,Viet Nam,http://www.yr.no/place/Viet_Nam/Nghệ_An/Thanh_Chương/forecast.xml
VN,Tây Hiếu,Viet Nam,http://www.yr.no/place/Viet_Nam/Nghệ_An/Tây_Hiếu/forecast.xml
VN,Ninh Bình,Viet Nam,http://www.yr.no/place/Viet_Nam/Ninh_Bình/Ninh_Bình/forecast.xml
VN,Phát Diệm,Viet Nam,http://www.yr.no/place/Viet_Nam/Ninh_Bình/Phát_Diệm/forecast.xml
VN,Nho Quan,Viet Nam,http://www.yr.no/place/Viet_Nam/Ninh_Bình/Nho_Quan/forecast.xml
VN,Tam Ðiệp,Viet Nam,http://www.yr.no/place/Viet_Nam/Ninh_Bình/Tam_Ðiệp/forecast.xml
VN,Phan Rang-Tháp Chàm,Viet Nam,http://www.yr.no/place/Viet_Nam/Ninh_Thuận/Phan_Rang-Tháp_Chàm/forecast.xml
VN,An Phước,Viet Nam,http://www.yr.no/place/Viet_Nam/Ninh_Thuận/An_Phước/forecast.xml
VN,Tuy Hòa,Viet Nam,http://www.yr.no/place/Viet_Nam/Phú_Yên/Tuy_Hòa/forecast.xml
VN,Dong Hoi,Viet Nam,http://www.yr.no/place/Viet_Nam/Quảng_Bình/Dong_Hoi/forecast.xml
VN,Tuyên Hóa,Viet Nam,http://www.yr.no/place/Viet_Nam/Quảng_Bình/Tuyên_Hóa/forecast.xml
VN,Ròn,Viet Nam,http://www.yr.no/place/Viet_Nam/Quảng_Bình/Ròn/forecast.xml
VN,Minh Hóa,Viet Nam,http://www.yr.no/place/Viet_Nam/Quảng_Bình/Minh_Hóa/forecast.xml
VN,Lệ Thủy,Viet Nam,http://www.yr.no/place/Viet_Nam/Quảng_Bình/Lệ_Thủy/forecast.xml
VN,Quảng Ngãi,Viet Nam,http://www.yr.no/place/Viet_Nam/Quảng_Ngãi/Quảng_Ngãi/forecast.xml
VN,Trà Bồng,Viet Nam,http://www.yr.no/place/Viet_Nam/Quảng_Ngãi/Trà_Bồng/forecast.xml
VN,Sơn Hà,Viet Nam,http://www.yr.no/place/Viet_Nam/Quảng_Ngãi/Sơn_Hà/forecast.xml
VN,Nghĩa Hành,Viet Nam,http://www.yr.no/place/Viet_Nam/Quảng_Ngãi/Nghĩa_Hành/forecast.xml
VN,Mộ Ðức,Viet Nam,http://www.yr.no/place/Viet_Nam/Quảng_Ngãi/Mộ_Ðức/forecast.xml
VN,Dong Ha,Viet Nam,http://www.yr.no/place/Viet_Nam/Quảng_Trị/Dong_Ha/forecast.xml
VN,Trung Lương,Viet Nam,http://www.yr.no/place/Viet_Nam/Quảng_Trị/Trung_Lương/forecast.xml
VN,Quảng Trị,Viet Nam,http://www.yr.no/place/Viet_Nam/Quảng_Trị/Quảng_Trị/forecast.xml
VN,Hương Hóa,Viet Nam,http://www.yr.no/place/Viet_Nam/Quảng_Trị/Hương_Hóa/forecast.xml
VN,Hồ Xá,Viet Nam,http://www.yr.no/place/Viet_Nam/Quảng_Trị/Hồ_Xá/forecast.xml
VN,Sóc Trăng,Viet Nam,http://www.yr.no/place/Viet_Nam/Sóc_Trăng/Sóc_Trăng/forecast.xml
VN,Xóm Xã Thông,Viet Nam,http://www.yr.no/place/Viet_Nam/Sóc_Trăng/Xóm_Xã_Thông/forecast.xml
VN,Xóm Tú Diễm,Viet Nam,http://www.yr.no/place/Viet_Nam/Sóc_Trăng/Xóm_Tú_Diễm/forecast.xml
VN,Xóm Tre,Viet Nam,http://www.yr.no/place/Viet_Nam/Sóc_Trăng/Xóm_Tre/forecast.xml
VN,Xóm Trây Mắm,Viet Nam,http://www.yr.no/place/Viet_Nam/Sóc_Trăng/Xóm_Trây_Mắm/forecast.xml
VN,Huế,Viet Nam,http://www.yr.no/place/Viet_Nam/Thừa_Thiên-Huế/Huế/forecast.xml
VN,Vĩnh Lộc,Viet Nam,http://www.yr.no/place/Viet_Nam/Thừa_Thiên-Huế/Vĩnh_Lộc/forecast.xml
VN,Phú Vang,Viet Nam,http://www.yr.no/place/Viet_Nam/Thừa_Thiên-Huế/Phú_Vang/forecast.xml
VN,Phú Lộc,Viet Nam,http://www.yr.no/place/Viet_Nam/Thừa_Thiên-Huế/Phú_Lộc/forecast.xml
VN,Nam Hoa,Viet Nam,http://www.yr.no/place/Viet_Nam/Thừa_Thiên-Huế/Nam_Hoa/forecast.xml
VN,Trà Vinh,Viet Nam,http://www.yr.no/place/Viet_Nam/Trà_Vinh/Trà_Vinh/forecast.xml
VN,Xóm Xoài Rùm,Viet Nam,http://www.yr.no/place/Viet_Nam/Trà_Vinh/Xóm_Xoài_Rùm/forecast.xml
VN,Xóm Vàng,Viet Nam,http://www.yr.no/place/Viet_Nam/Trà_Vinh/Xóm_Vàng/forecast.xml
VN,Xóm Trà Gút,Viet Nam,http://www.yr.no/place/Viet_Nam/Trà_Vinh/Xóm_Trà_Gút/forecast.xml
VN,Xóm Tiều,Viet Nam,http://www.yr.no/place/Viet_Nam/Trà_Vinh/Xóm_Tiều/forecast.xml
VN,Tuyên Quang,Viet Nam,http://www.yr.no/place/Viet_Nam/Tuyên_Quang/Tuyên_Quang/forecast.xml
VN,Vĩnh Long,Viet Nam,http://www.yr.no/place/Viet_Nam/Vĩnh_Long/Vĩnh_Long/forecast.xml
VN,Ba Càng,Viet Nam,http://www.yr.no/place/Viet_Nam/Vĩnh_Long/Ba_Càng/forecast.xml
VN,Ấp Vĩnh Lợi (2),Viet Nam,http://www.yr.no/place/Viet_Nam/Vĩnh_Long/Ấp_Vĩnh_Lợi_(2)/forecast.xml
VN,Ấp Vĩnh Khánh (1),Viet Nam,http://www.yr.no/place/Viet_Nam/Vĩnh_Long/Ấp_Vĩnh_Khánh_(1)/forecast.xml
VN,Ấp Ninh Hòa (1),Viet Nam,http://www.yr.no/place/Viet_Nam/Vĩnh_Long/Ấp_Ninh_Hòa_(1)/forecast.xml
VN,Yên Bái,Viet Nam,http://www.yr.no/place/Viet_Nam/Yên_Bái/Yên_Bái/forecast.xml
VN,Yên Bình,Viet Nam,http://www.yr.no/place/Viet_Nam/Yên_Bái/Yên_Bình/forecast.xml
VN,Trạm Tấu,Viet Nam,http://www.yr.no/place/Viet_Nam/Yên_Bái/Trạm_Tấu/forecast.xml
VN,Nghĩa Lộ,Viet Nam,http://www.yr.no/place/Viet_Nam/Yên_Bái/Nghĩa_Lộ/forecast.xml
VN,Huyện Ðoan Hùng,Viet Nam,http://www.yr.no/place/Viet_Nam/Vĩnh_Phúc/Huyện_Ðoan_Hùng/forecast.xml
VN,Bắc Giang,Viet Nam,http://www.yr.no/place/Viet_Nam/Bắc_Giang/Bắc_Giang/forecast.xml
VN,Sơn Ðộng,Viet Nam,http://www.yr.no/place/Viet_Nam/Bắc_Giang/Sơn_Ðộng/forecast.xml
VN,Kép,Viet Nam,http://www.yr.no/place/Viet_Nam/Bắc_Giang/Kép/forecast.xml
VN,Ðức Thắng,Viet Nam,http://www.yr.no/place/Viet_Nam/Bắc_Giang/Ðức_Thắng/forecast.xml
VN,Bố Hạ,Viet Nam,http://www.yr.no/place/Viet_Nam/Bắc_Giang/Bố_Hạ/forecast.xml
VN,Bac Kan,Viet Nam,http://www.yr.no/place/Viet_Nam/Bắc_Kạn/Bac_Kan/forecast.xml
VN,Bac Kan,Viet Nam,http://www.yr.no/place/Viet_Nam/Bắc_Kạn/Bac_Kan/forecast.xml
VN,Bạc Liêu,Viet Nam,http://www.yr.no/place/Viet_Nam/Bạc_Liêu/Bạc_Liêu/forecast.xml
VN,Xóm Xẻo Trâm,Viet Nam,http://www.yr.no/place/Viet_Nam/Bạc_Liêu/Xóm_Xẻo_Trâm/forecast.xml
VN,Xóm Xẻo Ràng,Viet Nam,http://www.yr.no/place/Viet_Nam/Bạc_Liêu/Xóm_Xẻo_Ràng/forecast.xml
VN,Xóm Vàm Cái Cùng,Viet Nam,http://www.yr.no/place/Viet_Nam/Bạc_Liêu/Xóm_Vàm_Cái_Cùng/forecast.xml
VN,Xóm Trà Nô,Viet Nam,http://www.yr.no/place/Viet_Nam/Bạc_Liêu/Xóm_Trà_Nô/forecast.xml
VN,Bắc Ninh,Viet Nam,http://www.yr.no/place/Viet_Nam/Bắc_Ninh/Bắc_Ninh/forecast.xml
VN,Thu Dau Mot,Viet Nam,http://www.yr.no/place/Viet_Nam/Bình_Dương/Thu_Dau_Mot/forecast.xml
VN,Tân Uyên,Viet Nam,http://www.yr.no/place/Viet_Nam/Bình_Dương/Tân_Uyên/forecast.xml
VN,Sông Bé,Viet Nam,http://www.yr.no/place/Viet_Nam/Bình_Dương/Sông_Bé/forecast.xml
VN,Chơn Thành,Viet Nam,http://www.yr.no/place/Viet_Nam/Bình_Dương/Chơn_Thành/forecast.xml
VN,Câm Xe,Viet Nam,http://www.yr.no/place/Viet_Nam/Bình_Dương/Câm_Xe/forecast.xml
VN,Dong Xoai,Viet Nam,http://www.yr.no/place/Viet_Nam/Bình_Phước/Dong_Xoai/forecast.xml
VN,Phú Riềng,Viet Nam,http://www.yr.no/place/Viet_Nam/Bình_Phước/Phú_Riềng/forecast.xml
VN,Phước Hòa,Viet Nam,http://www.yr.no/place/Viet_Nam/Bình_Phước/Phước_Hòa/forecast.xml
VN,Lộc Ninh,Viet Nam,http://www.yr.no/place/Viet_Nam/Bình_Phước/Lộc_Ninh/forecast.xml
VN,Hớn Quản,Viet Nam,http://www.yr.no/place/Viet_Nam/Bình_Phước/Hớn_Quản/forecast.xml
VN,Cà Mau,Viet Nam,http://www.yr.no/place/Viet_Nam/Cà_Mau/Cà_Mau/forecast.xml
VN,Xóm U Ðâp,Viet Nam,http://www.yr.no/place/Viet_Nam/Cà_Mau/Xóm_U_Ðâp/forecast.xml
VN,Xóm Sở,Viet Nam,http://www.yr.no/place/Viet_Nam/Cà_Mau/Xóm_Sở/forecast.xml
VN,Xóm Ô Rô,Viet Nam,http://www.yr.no/place/Viet_Nam/Cà_Mau/Xóm_Ô_Rô/forecast.xml
VN,Xóm Ông Nhơn,Viet Nam,http://www.yr.no/place/Viet_Nam/Cà_Mau/Xóm_Ông_Nhơn/forecast.xml
VN,Da Nang,Viet Nam,http://www.yr.no/place/Viet_Nam/Ðà_Nẵng/Da_Nang/forecast.xml
VN,Da Nang,Viet Nam,http://www.yr.no/place/Viet_Nam/Ðà_Nẵng/Da_Nang/forecast.xml
VN,Hải Dương,Viet Nam,http://www.yr.no/place/Viet_Nam/Hải_Dương/Hải_Dương/forecast.xml
VN,Phủ Lý,Viet Nam,http://www.yr.no/place/Viet_Nam/Hà_Nam/Phủ_Lý/forecast.xml
VN,Hưng Yên,Viet Nam,http://www.yr.no/place/Viet_Nam/Hưng_Yên/Hưng_Yên/forecast.xml
VN,Hưng Yên,Viet Nam,http://www.yr.no/place/Viet_Nam/Hưng_Yên/Hưng_Yên/forecast.xml
VN,Nam Ðịnh,Viet Nam,http://www.yr.no/place/Viet_Nam/Nam_Ðịnh/Nam_Ðịnh/forecast.xml
VN,Việt Trì,Viet Nam,http://www.yr.no/place/Viet_Nam/Phú_Thọ/Việt_Trì/forecast.xml
VN,Thượng Nông,Viet Nam,http://www.yr.no/place/Viet_Nam/Phú_Thọ/Thượng_Nông/forecast.xml
VN,Thanh Sơn,Viet Nam,http://www.yr.no/place/Viet_Nam/Phú_Thọ/Thanh_Sơn/forecast.xml
VN,Phú Thọ,Viet Nam,http://www.yr.no/place/Viet_Nam/Phú_Thọ/Phú_Thọ/forecast.xml
VN,Phúc Yên,Viet Nam,http://www.yr.no/place/Viet_Nam/Phú_Thọ/Phúc_Yên/forecast.xml
VN,Tam Kỳ,Viet Nam,http://www.yr.no/place/Viet_Nam/Quảng_Nam/Tam_Kỳ/forecast.xml
VN,Hoi An,Viet Nam,http://www.yr.no/place/Viet_Nam/Quảng_Nam/Hoi_An/forecast.xml
VN,Trà Mi,Viet Nam,http://www.yr.no/place/Viet_Nam/Quảng_Nam/Trà_Mi/forecast.xml
VN,Tiên Phước,Viet Nam,http://www.yr.no/place/Viet_Nam/Quảng_Nam/Tiên_Phước/forecast.xml
VN,Thượng Ðưc,Viet Nam,http://www.yr.no/place/Viet_Nam/Quảng_Nam/Thượng_Ðưc/forecast.xml
VN,Thái Nguyên,Viet Nam,http://www.yr.no/place/Viet_Nam/Thái_Nguyên/Thái_Nguyên/forecast.xml
